squadra_casa,squadra_ospite,data_partita,valore_titolari_casa,valore_titolari_ospite
Associazione Sportiva Roma,Udinese Calcio,2020-07-02,113150000,58625000
Atalanta Bergamasca Calcio S.p.a.,Società Sportiva Calcio Napoli,2020-07-02,188000000,284300000
SPAL,Associazione Calcio Milan,2020-07-01,30275000,239200000
Bologna Football Club 1909,Cagliari Calcio,2020-07-01,69450000,112300000
Football Club Internazionale Milano S.p.A.,Brescia Calcio,2020-07-01,234000000,50500000
Unione Sportiva Lecce,UC Sampdoria,2020-07-01,20625000,55600000
Associazione Calcio Fiorentina,Unione Sportiva Sassuolo Calcio,2020-07-01,160000000,80900000
Verona Hellas Football Club,Parma Calcio 1913,2020-07-01,49400000,61900000
Torino Calcio,Società Sportiva Lazio S.p.A.,2020-06-30,99000000,218200000
Genoa Cricket and Football Club,Juventus Football Club,2020-06-30,64775000,427500000
Udinese Calcio,Atalanta Bergamasca Calcio S.p.a.,2020-06-28,51100000,172000000
Unione Sportiva Sassuolo Calcio,Verona Hellas Football Club,2020-06-28,67200000,76200000
Parma Calcio 1913,Football Club Internazionale Milano S.p.A.,2020-06-28,62400000,334300000
Associazione Calcio Milan,Associazione Sportiva Roma,2020-06-28,231200000,191150000
UC Sampdoria,Bologna Football Club 1909,2020-06-28,69800000,63650000
Società Sportiva Calcio Napoli,SPAL,2020-06-28,279500000,37000000
Brescia Calcio,Genoa Cricket and Football Club,2020-06-27,50100000,68375000
Società Sportiva Lazio S.p.A.,Associazione Calcio Fiorentina,2020-06-27,217400000,117900000
Cagliari Calcio,Torino Calcio,2020-06-27,100000000,97900000
Juventus Football Club,Unione Sportiva Lecce,2020-06-26,422000000,14050000
Football Club Internazionale Milano S.p.A.,Unione Sportiva Sassuolo Calcio,2020-06-24,268200000,75050000
Associazione Sportiva Roma,UC Sampdoria,2020-06-24,113450000,65300000
Atalanta Bergamasca Calcio S.p.a.,Società Sportiva Lazio S.p.A.,2020-06-24,176000000,245500000
Genoa Cricket and Football Club,Parma Calcio 1913,2020-06-23,53525000,63200000
Torino Calcio,Udinese Calcio,2020-06-23,96900000,73825000
SPAL,Cagliari Calcio,2020-06-23,33175000,89600000
Verona Hellas Football Club,Società Sportiva Calcio Napoli,2020-06-23,69800000,281300000
Unione Sportiva Lecce,Associazione Calcio Milan,2020-06-22,19425000,231200000
Bologna Football Club 1909,Juventus Football Club,2020-06-22,79250000,421000000
Associazione Calcio Fiorentina,Brescia Calcio,2020-06-22,151700000,49200000
Football Club Internazionale Milano S.p.A.,UC Sampdoria,2020-06-21,389000000,68400000
Atalanta Bergamasca Calcio S.p.a.,Unione Sportiva Sassuolo Calcio,2020-06-21,180000000,83900000
Verona Hellas Football Club,Cagliari Calcio,2020-06-20,68450000,93100000
Torino Calcio,Parma Calcio 1913,2020-06-20,96900000,68200000
Unione Sportiva Sassuolo Calcio,Brescia Calcio,2020-03-09,105000000,27400000
Associazione Calcio Milan,Genoa Cricket and Football Club,2020-03-08,218500000,58000000
Parma Calcio 1913,SPAL,2020-03-08,80300000,47100000
Udinese Calcio,Associazione Calcio Fiorentina,2020-03-08,85500000,203500000
Juventus Football Club,Football Club Internazionale Milano S.p.A.,2020-03-08,443000000,465000000
UC Sampdoria,Verona Hellas Football Club,2020-03-08,74500000,69700000
Unione Sportiva Lecce,Atalanta Bergamasca Calcio S.p.a.,2020-03-01,28600000,205000000
Cagliari Calcio,Associazione Sportiva Roma,2020-03-01,88000000,180000000
Società Sportiva Lazio S.p.A.,Bologna Football Club 1909,2020-02-29,271000000,72200000
Società Sportiva Calcio Napoli,Torino Calcio,2020-02-29,339500000,132500000
Associazione Sportiva Roma,Unione Sportiva Lecce,2020-02-23,246500000,28000000
Genoa Cricket and Football Club,Società Sportiva Lazio S.p.A.,2020-02-23,50600000,221000000
SPAL,Juventus Football Club,2020-02-22,39300000,410000000
Bologna Football Club 1909,Udinese Calcio,2020-02-22,77400000,99500000
Associazione Calcio Fiorentina,Associazione Calcio Milan,2020-02-22,210500000,248000000
Brescia Calcio,Società Sportiva Calcio Napoli,2020-02-21,60300000,297500000
Associazione Calcio Milan,Torino Calcio,2020-02-17,269000000,104000000
Società Sportiva Lazio S.p.A.,Football Club Internazionale Milano S.p.A.,2020-02-16,237000000,429800000
Unione Sportiva Sassuolo Calcio,Parma Calcio 1913,2020-02-16,92500000,40000000
Cagliari Calcio,Società Sportiva Calcio Napoli,2020-02-16,115500000,268500000
Udinese Calcio,Verona Hellas Football Club,2020-02-16,99500000,63200000
UC Sampdoria,Associazione Calcio Fiorentina,2020-02-16,81500000,200500000
Juventus Football Club,Brescia Calcio,2020-02-16,401000000,28700000
Bologna Football Club 1909,Genoa Cricket and Football Club,2020-02-15,69700000,52500000
Unione Sportiva Lecce,SPAL,2020-02-15,29000000,42800000
Atalanta Bergamasca Calcio S.p.a.,Associazione Sportiva Roma,2020-02-15,198000000,208500000
Società Sportiva Calcio Napoli,Unione Sportiva Lecce,2020-02-09,330500000,30000000
Brescia Calcio,Udinese Calcio,2020-02-09,67700000,79400000
SPAL,Unione Sportiva Sassuolo Calcio,2020-02-09,51100000,105000000
Genoa Cricket and Football Club,Cagliari Calcio,2020-02-09,70000000,126500000
Football Club Internazionale Milano S.p.A.,Associazione Calcio Milan,2020-02-09,374800000,254000000
Parma Calcio 1913,Società Sportiva Lazio S.p.A.,2020-02-09,43300000,167000000
Associazione Calcio Fiorentina,Atalanta Bergamasca Calcio S.p.a.,2020-02-08,223000000,193000000
Verona Hellas Football Club,Juventus Football Club,2020-02-08,48200000,495000000
Torino Calcio,UC Sampdoria,2020-02-08,148500000,84000000
Associazione Sportiva Roma,Bologna Football Club 1909,2020-02-07,217000000,67700000
Società Sportiva Lazio S.p.A.,Verona Hellas Football Club,2020-02-05,235000000,42200000
UC Sampdoria,Società Sportiva Calcio Napoli,2020-02-03,82500000,321000000
Juventus Football Club,Associazione Calcio Fiorentina,2020-02-02,495000000,178500000
Società Sportiva Lazio S.p.A.,SPAL,2020-02-02,236000000,28800000
Udinese Calcio,Football Club Internazionale Milano S.p.A.,2020-02-02,96400000,399300000
Unione Sportiva Lecce,Torino Calcio,2020-02-02,30000000,131000000
Atalanta Bergamasca Calcio S.p.a.,Genoa Cricket and Football Club,2020-02-02,192000000,73500000
Associazione Calcio Milan,Verona Hellas Football Club,2020-02-02,282000000,47200000
Cagliari Calcio,Parma Calcio 1913,2020-02-01,126500000,36000000
Unione Sportiva Sassuolo Calcio,Associazione Sportiva Roma,2020-02-01,92500000,259000000
Bologna Football Club 1909,Brescia Calcio,2020-02-01,60700000,60500000
Parma Calcio 1913,Udinese Calcio,2020-01-26,63000000,99500000
Associazione Sportiva Roma,Società Sportiva Lazio S.p.A.,2020-01-26,259000000,279000000
Società Sportiva Calcio Napoli,Juventus Football Club,2020-01-26,361000000,528000000
UC Sampdoria,Unione Sportiva Sassuolo Calcio,2020-01-26,78500000,93500000
Verona Hellas Football Club,Unione Sportiva Lecce,2020-01-26,46400000,23100000
Football Club Internazionale Milano S.p.A.,Cagliari Calcio,2020-01-26,396500000,133000000
SPAL,Bologna Football Club 1909,2020-01-25,44100000,59600000
Associazione Calcio Fiorentina,Genoa Cricket and Football Club,2020-01-25,211500000,59400000
Torino Calcio,Atalanta Bergamasca Calcio S.p.a.,2020-01-25,148500000,198000000
Brescia Calcio,Associazione Calcio Milan,2020-01-24,60500000,246000000
Atalanta Bergamasca Calcio S.p.a.,SPAL,2020-01-20,193500000,44100000
Associazione Calcio Milan,Udinese Calcio,2020-01-19,246000000,99500000
Brescia Calcio,Cagliari Calcio,2020-01-19,63500000,125000000
Genoa Cricket and Football Club,Associazione Sportiva Roma,2020-01-19,62900000,254000000
Bologna Football Club 1909,Verona Hellas Football Club,2020-01-19,83700000,44900000
Unione Sportiva Lecce,Football Club Internazionale Milano S.p.A.,2020-01-19,24900000,450000000
Juventus Football Club,Parma Calcio 1913,2020-01-19,528000000,73000000
Società Sportiva Lazio S.p.A.,UC Sampdoria,2020-01-18,239000000,95500000
Unione Sportiva Sassuolo Calcio,Torino Calcio,2020-01-18,93500000,144500000
Società Sportiva Calcio Napoli,Associazione Calcio Fiorentina,2020-01-18,347500000,221500000
Parma Calcio 1913,Unione Sportiva Lecce,2020-01-13,79000000,23100000
Associazione Sportiva Roma,Juventus Football Club,2020-01-12,257000000,473000000
Associazione Calcio Fiorentina,SPAL,2020-01-12,205500000,43500000
Udinese Calcio,Unione Sportiva Sassuolo Calcio,2020-01-12,99500000,80300000
Verona Hellas Football Club,Genoa Cricket and Football Club,2020-01-12,47200000,62400000
UC Sampdoria,Brescia Calcio,2020-01-12,83400000,32300000
Torino Calcio,Bologna Football Club 1909,2020-01-12,148500000,64700000
Cagliari Calcio,Associazione Calcio Milan,2020-01-11,125000000,254500000
Football Club Internazionale Milano S.p.A.,Atalanta Bergamasca Calcio S.p.a.,2020-01-11,383000000,192000000
Società Sportiva Lazio S.p.A.,Società Sportiva Calcio Napoli,2020-01-11,244000000,357500000
Atalanta Bergamasca Calcio S.p.a.,Parma Calcio 1913,2020-01-06,162500000,62800000
Bologna Football Club 1909,Associazione Calcio Fiorentina,2020-01-06,68700000,207500000
Associazione Calcio Milan,UC Sampdoria,2020-01-06,278000000,85500000
Società Sportiva Calcio Napoli,Football Club Internazionale Milano S.p.A.,2020-01-06,394000000,421000000
Unione Sportiva Lecce,Udinese Calcio,2020-01-06,22800000,89900000
Juventus Football Club,Cagliari Calcio,2020-01-06,473000000,123500000
Brescia Calcio,Società Sportiva Lazio S.p.A.,2020-01-05,69700000,236500000
Genoa Cricket and Football Club,Unione Sportiva Sassuolo Calcio,2020-01-05,58400000,98000000
SPAL,Verona Hellas Football Club,2020-01-05,40200000,37600000
Associazione Sportiva Roma,Torino Calcio,2020-01-05,257000000,144500000
Unione Sportiva Lecce,Bologna Football Club 1909,2019-12-22,22500000,71000000
Parma Calcio 1913,Brescia Calcio,2019-12-22,62300000,65700000
Unione Sportiva Sassuolo Calcio,Società Sportiva Calcio Napoli,2019-12-22,85650000,383000000
Atalanta Bergamasca Calcio S.p.a.,Associazione Calcio Milan,2019-12-22,166000000,270000000
Torino Calcio,SPAL,2019-12-21,146500000,40200000
Football Club Internazionale Milano S.p.A.,Genoa Cricket and Football Club,2019-12-21,292500000,74000000
Udinese Calcio,Cagliari Calcio,2019-12-21,93400000,82200000
Associazione Calcio Fiorentina,Associazione Sportiva Roma,2019-12-20,142500000,257000000
UC Sampdoria,Juventus Football Club,2019-12-18,88500000,428000000
Brescia Calcio,Unione Sportiva Sassuolo Calcio,2019-12-18,65300000,106650000
Cagliari Calcio,Società Sportiva Lazio S.p.A.,2019-12-16,89200000,279000000
Bologna Football Club 1909,Atalanta Bergamasca Calcio S.p.a.,2019-12-15,61700000,174000000
Juventus Football Club,Udinese Calcio,2019-12-15,360000000,91900000
Associazione Calcio Milan,Unione Sportiva Sassuolo Calcio,2019-12-15,295000000,84950000
Associazione Sportiva Roma,SPAL,2019-12-15,215000000,39100000
Verona Hellas Football Club,Torino Calcio,2019-12-15,44900000,121000000
Associazione Calcio Fiorentina,Football Club Internazionale Milano S.p.A.,2019-12-15,196500000,413500000
Brescia Calcio,Unione Sportiva Lecce,2019-12-14,58000000,18400000
Genoa Cricket and Football Club,UC Sampdoria,2019-12-14,73500000,73500000
Società Sportiva Calcio Napoli,Parma Calcio 1913,2019-12-14,453000000,65500000
SPAL,Brescia Calcio,2019-12-08,48200000,76900000
Unione Sportiva Sassuolo Calcio,Cagliari Calcio,2019-12-08,69900000,92000000
Bologna Football Club 1909,Associazione Calcio Milan,2019-12-08,47300000,311000000
UC Sampdoria,Parma Calcio 1913,2019-12-08,78500000,47500000
Unione Sportiva Lecce,Genoa Cricket and Football Club,2019-12-08,21800000,72200000
Torino Calcio,Associazione Calcio Fiorentina,2019-12-08,117000000,166000000
Società Sportiva Lazio S.p.A.,Juventus Football Club,2019-12-07,239000000,538000000
Atalanta Bergamasca Calcio S.p.a.,Verona Hellas Football Club,2019-12-07,147500000,20900000
Udinese Calcio,Società Sportiva Calcio Napoli,2019-12-07,90000000,430000000
Football Club Internazionale Milano S.p.A.,Associazione Sportiva Roma,2019-12-06,343500000,207800000
Cagliari Calcio,UC Sampdoria,2019-12-02,80200000,78500000
Parma Calcio 1913,Associazione Calcio Milan,2019-12-01,47000000,311000000
Verona Hellas Football Club,Associazione Sportiva Roma,2019-12-01,22400000,222000000
Società Sportiva Lazio S.p.A.,Udinese Calcio,2019-12-01,239000000,92000000
Juventus Football Club,Unione Sportiva Sassuolo Calcio,2019-12-01,475000000,59900000
Società Sportiva Calcio Napoli,Bologna Football Club 1909,2019-12-01,383000000,61050000
Football Club Internazionale Milano S.p.A.,SPAL,2019-12-01,358000000,48300000
Brescia Calcio,Atalanta Bergamasca Calcio S.p.a.,2019-11-30,73625000,138500000
Genoa Cricket and Football Club,Torino Calcio,2019-11-30,62700000,111000000
Associazione Calcio Fiorentina,Unione Sportiva Lecce,2019-11-30,102000000,16900000
SPAL,Genoa Cricket and Football Club,2019-11-25,47300000,77300000
Unione Sportiva Lecce,Cagliari Calcio,2019-11-25,17400000,90800000
Associazione Sportiva Roma,Brescia Calcio,2019-11-24,247000000,63000000
Unione Sportiva Sassuolo Calcio,Società Sportiva Lazio S.p.A.,2019-11-24,66800000,235800000
UC Sampdoria,Udinese Calcio,2019-11-24,79000000,76000000
Bologna Football Club 1909,Parma Calcio 1913,2019-11-24,64500000,34900000
Verona Hellas Football Club,Associazione Calcio Fiorentina,2019-11-24,21900000,103300000
Torino Calcio,Football Club Internazionale Milano S.p.A.,2019-11-23,145000000,383000000
Atalanta Bergamasca Calcio S.p.a.,Juventus Football Club,2019-11-23,138500000,438500000
Associazione Calcio Milan,Società Sportiva Calcio Napoli,2019-11-23,302000000,397000000
Parma Calcio 1913,Associazione Sportiva Roma,2019-11-10,46900000,203000000
Società Sportiva Lazio S.p.A.,Unione Sportiva Lecce,2019-11-10,235800000,23900000
Juventus Football Club,Associazione Calcio Milan,2019-11-10,498000000,297000000
Cagliari Calcio,Associazione Calcio Fiorentina,2019-11-10,99300000,172500000
Udinese Calcio,SPAL,2019-11-10,82000000,19900000
UC Sampdoria,Atalanta Bergamasca Calcio S.p.a.,2019-11-10,70500000,147000000
Brescia Calcio,Torino Calcio,2019-11-09,80100000,149000000
Società Sportiva Calcio Napoli,Genoa Cricket and Football Club,2019-11-09,379000000,65700000
Football Club Internazionale Milano S.p.A.,Verona Hellas Football Club,2019-11-09,384000000,21700000
Unione Sportiva Sassuolo Calcio,Bologna Football Club 1909,2019-11-08,73900000,55300000
SPAL,UC Sampdoria,2019-11-04,49800000,74500000
Unione Sportiva Lecce,Unione Sportiva Sassuolo Calcio,2019-11-03,23300000,99600000
Verona Hellas Football Club,Brescia Calcio,2019-11-03,23200000,77325000
Atalanta Bergamasca Calcio S.p.a.,Cagliari Calcio,2019-11-03,144500000,79000000
Associazione Calcio Milan,Società Sportiva Lazio S.p.A.,2019-11-03,282000000,233000000
Associazione Calcio Fiorentina,Parma Calcio 1913,2019-11-03,156000000,53900000
Genoa Cricket and Football Club,Udinese Calcio,2019-11-03,83200000,80500000
Associazione Sportiva Roma,Società Sportiva Calcio Napoli,2019-11-02,199000000,430000000
Bologna Football Club 1909,Football Club Internazionale Milano S.p.A.,2019-11-02,58050000,376000000
Torino Calcio,Juventus Football Club,2019-11-02,143000000,507000000
Associazione Calcio Milan,SPAL,2019-10-31,301000000,46900000
Società Sportiva Calcio Napoli,Atalanta Bergamasca Calcio S.p.a.,2019-10-30,426000000,150500000
Cagliari Calcio,Bologna Football Club 1909,2019-10-30,103500000,64750000
Società Sportiva Lazio S.p.A.,Torino Calcio,2019-10-30,189800000,143500000
Udinese Calcio,Associazione Sportiva Roma,2019-10-30,86000000,193000000
Juventus Football Club,Genoa Cricket and Football Club,2019-10-30,389500000,82700000
UC Sampdoria,Unione Sportiva Lecce,2019-10-30,54500000,18800000
Unione Sportiva Sassuolo Calcio,Associazione Calcio Fiorentina,2019-10-30,78800000,179500000
Brescia Calcio,Football Club Internazionale Milano S.p.A.,2019-10-29,71425000,372000000
Parma Calcio 1913,Verona Hellas Football Club,2019-10-29,53100000,25200000
Bologna Football Club 1909,UC Sampdoria,2019-10-27,43050000,85000000
Associazione Calcio Fiorentina,Società Sportiva Lazio S.p.A.,2019-10-27,173500000,230800000
SPAL,Società Sportiva Calcio Napoli,2019-10-27,50800000,361000000
Associazione Sportiva Roma,Associazione Calcio Milan,2019-10-27,192000000,297000000
Atalanta Bergamasca Calcio S.p.a.,Udinese Calcio,2019-10-27,149500000,85000000
Torino Calcio,Cagliari Calcio,2019-10-27,142000000,98000000
Genoa Cricket and Football Club,Brescia Calcio,2019-10-26,69300000,76600000
Unione Sportiva Lecce,Juventus Football Club,2019-10-26,23400000,496000000
Football Club Internazionale Milano S.p.A.,Parma Calcio 1913,2019-10-26,334000000,53900000
Verona Hellas Football Club,Unione Sportiva Sassuolo Calcio,2019-10-25,23900000,85800000
Brescia Calcio,Associazione Calcio Fiorentina,2019-10-21,60600000,173500000
Unione Sportiva Sassuolo Calcio,Football Club Internazionale Milano S.p.A.,2019-10-20,87800000,364000000
UC Sampdoria,Associazione Sportiva Roma,2019-10-20,90500000,228000000
Associazione Calcio Milan,Unione Sportiva Lecce,2019-10-20,297000000,21500000
Cagliari Calcio,SPAL,2019-10-20,88500000,45500000
Udinese Calcio,Torino Calcio,2019-10-20,80000000,152500000
Parma Calcio 1913,Genoa Cricket and Football Club,2019-10-20,56400000,58200000
Società Sportiva Calcio Napoli,Verona Hellas Football Club,2019-10-19,434000000,23700000
Società Sportiva Lazio S.p.A.,Atalanta Bergamasca Calcio S.p.a.,2019-10-19,222000000,130500000
Juventus Football Club,Bologna Football Club 1909,2019-10-19,450500000,58050000
Associazione Calcio Fiorentina,Udinese Calcio,2019-10-06,167300000,78500000
Torino Calcio,Società Sportiva Calcio Napoli,2019-10-06,152500000,386000000
Atalanta Bergamasca Calcio S.p.a.,Unione Sportiva Lecce,2019-10-06,174500000,18100000
Football Club Internazionale Milano S.p.A.,Juventus Football Club,2019-10-06,371000000,520000000
Bologna Football Club 1909,Società Sportiva Lazio S.p.A.,2019-10-06,55800000,220000000
Associazione Sportiva Roma,Cagliari Calcio,2019-10-06,219000000,97300000
Genoa Cricket and Football Club,Associazione Calcio Milan,2019-10-05,75500000,253000000
Verona Hellas Football Club,UC Sampdoria,2019-10-05,18775000,68000000
